,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,AFFGEOID,GEOID,NAME,LSAD,ALAND,AWATER,Cx_lon,Cy_lat
14301,48,001,950100,1,1500000US480019501001,480019501001,1,BG,15079443,134009,-95.49935478,32.06182451
11827,48,001,950100,2,1500000US480019501002,480019501002,2,BG,228221552,5867980,-95.49648917,31.96261466
14095,48,001,950100,3,1500000US480019501003,480019501003,3,BG,240006137,1863681,-95.61225026,31.97449338
13067,48,001,950401,1,1500000US480019504011,480019504011,1,BG,16549830,296736,-95.81963245,31.73769813
8289,48,001,950402,1,1500000US480019504021,480019504021,1,BG,72472038,2627858,-95.91472533,31.7975976
15250,48,001,950500,1,1500000US480019505001,480019505001,1,BG,2281447,11065,-95.61229253,31.78238253
12346,48,001,950500,2,1500000US480019505002,480019505002,2,BG,2160840,11278,-95.61660232,31.76908012
5167,48,001,950500,3,1500000US480019505003,480019505003,3,BG,3617630,7525,-95.62794126,31.7811198
14023,48,001,950500,4,1500000US480019505004,480019505004,4,BG,15072126,69355,-95.65377597,31.79326981
4815,48,001,950600,1,1500000US480019506001,480019506001,1,BG,9613196,289059,-95.66542613,31.76593
12229,48,001,950600,2,1500000US480019506002,480019506002,2,BG,4727278,35734,-95.68836614,31.7296342
13945,48,001,950600,3,1500000US480019506003,480019506003,3,BG,3031558,1760,-95.6532433,31.74645376
7506,48,001,950600,4,1500000US480019506004,480019506004,4,BG,3279614,5326,-95.66865219,31.73988633
11896,48,001,950700,1,1500000US480019507001,480019507001,1,BG,3516101,981,-95.63526884,31.74330529
3766,48,001,950700,2,1500000US480019507002,480019507002,2,BG,1336351,5743,-95.64071913,31.75630858
11640,48,001,950700,3,1500000US480019507003,480019507003,3,BG,1868484,0,-95.62886686,31.75961548
14637,48,001,950800,1,1500000US480019508001,480019508001,1,BG,4000454,14012,-95.61550097,31.72506154
6200,48,001,950800,2,1500000US480019508002,480019508002,2,BG,3867469,3345,-95.61057646,31.74284436
3535,48,001,950800,3,1500000US480019508003,480019508003,3,BG,977961,74744,-95.61834685,31.75853006
15024,48,001,950800,4,1500000US480019508004,480019508004,4,BG,854424,0,-95.62008682,31.7526146
1255,48,001,950800,5,1500000US480019508005,480019508005,5,BG,927424,0,-95.61740532,31.7478506
14341,48,001,950901,1,1500000US480019509011,480019509011,1,BG,70279803,1577074,-95.7198843,31.67012374
12669,48,001,950901,2,1500000US480019509012,480019509012,2,BG,34001618,284638,-95.63186411,31.69997882
7515,48,001,950901,3,1500000US480019509013,480019509013,3,BG,45897130,1020801,-95.74711008,31.70088095
1594,48,001,950901,4,1500000US480019509014,480019509014,4,BG,139786437,1883030,-95.76580665,31.75400444
7511,48,001,950902,1,1500000US480019509021,480019509021,1,BG,137570240,1023530,-95.4611937,31.72710112
7510,48,001,950902,2,1500000US480019509022,480019509022,2,BG,186776695,2600246,-95.49595111,31.80085934
8290,48,001,950902,3,1500000US480019509023,480019509023,3,BG,50166236,541941,-95.66275187,31.8404668
6548,48,001,950902,4,1500000US480019509024,480019509024,4,BG,66852787,781943,-95.57844331,31.84006621
12976,48,001,951000,1,1500000US480019510001,480019510001,1,BG,241167793,1933185,-95.38259693,31.63167475
7502,48,001,951000,2,1500000US480019510002,480019510002,2,BG,117568493,1082397,-95.51237554,31.66347381
7503,48,001,951000,3,1500000US480019510003,480019510003,3,BG,50647076,560307,-95.62385746,31.65635673
7504,48,001,951000,4,1500000US480019510004,480019510004,4,BG,193114381,2307308,-95.64383917,31.57879731
1254,48,001,951000,5,1500000US480019510005,480019510005,5,BG,9254536,43905,-95.58569337,31.6099528
7505,48,001,951000,6,1500000US480019510006,480019510006,6,BG,5672363,50156,-95.57085247,31.62307594
8269,48,001,951100,1,1500000US480019511001,480019511001,1,BG,275967528,4089275,-95.76115224,31.96578897
3143,48,001,951100,2,1500000US480019511002,480019511002,2,BG,279515113,5389617,-95.94935385,31.937058
6457,48,001,951100,3,1500000US480019511003,480019511003,3,BG,112801470,2577360,-95.78993645,31.82059454
12977,48,001,951100,4,1500000US480019511004,480019511004,4,BG,101628212,813754,-95.82847188,31.87466784
8291,48,003,950100,1,1500000US480039501001,480039501001,1,BG,2624013391,0,-102.7165565,32.35874862
7124,48,003,950200,1,1500000US480039502001,480039502001,1,BG,1456389,0,-102.5440163,32.33333894
7507,48,003,950200,2,1500000US480039502002,480039502002,2,BG,504374,0,-102.5423497,32.32698114
6028,48,003,950200,3,1500000US480039502003,480039502003,3,BG,1263124,0,-102.5538511,32.32891262
1080,48,003,950200,4,1500000US480039502004,480039502004,4,BG,677027,0,-102.5647419,32.32478084
1257,48,003,950200,5,1500000US480039502005,480039502005,5,BG,555310,0,-102.5656454,32.32955166
12978,48,003,950200,6,1500000US480039502006,480039502006,6,BG,644453,0,-102.5629944,32.3197801
1595,48,003,950300,1,1500000US480039503001,480039503001,1,BG,2999135,0,-102.5450464,32.31207764
13068,48,003,950300,2,1500000US480039503002,480039503002,2,BG,1566951,30529,-102.5568618,32.31599107
7508,48,003,950300,3,1500000US480039503003,480039503003,3,BG,625982,0,-102.5443788,32.32155455
5753,48,003,950400,1,1500000US480039504001,480039504001,1,BG,1252544206,926510,-102.4731605,32.1922444
12437,48,005,000101,1,1500000US480050001011,480050001011,1,BG,128993848,1556141,-94.8954059,31.42250834
7547,48,005,000101,2,1500000US480050001012,480050001012,2,BG,83797477,760700,-94.83628856,31.47239061
7552,48,005,000101,3,1500000US480050001013,480050001013,3,BG,40502330,350625,-94.75645646,31.43022009
12859,48,005,000102,1,1500000US480050001021,480050001021,1,BG,106606300,1927568,-94.88226192,31.35120914
12217,48,005,000102,2,1500000US480050001022,480050001022,2,BG,49786759,499833,-94.84702226,31.2757694
12858,48,005,000200,1,1500000US480050002001,480050002001,1,BG,55638784,3877947,-94.68362767,31.41480049
6364,48,005,000200,2,1500000US480050002002,480050002002,2,BG,45363308,349182,-94.65236083,31.35805418
11684,48,005,000200,3,1500000US480050002003,480050002003,3,BG,24707438,129476,-94.6830033,31.27859972
8292,48,005,000301,1,1500000US480050003011,480050003011,1,BG,12994320,124349,-94.75564893,31.39493817
8294,48,005,000301,2,1500000US480050003012,480050003012,2,BG,9436076,88567,-94.78947615,31.33806293
8293,48,005,000301,3,1500000US480050003013,480050003013,3,BG,14046129,101926,-94.78283214,31.37438543
13069,48,005,000302,1,1500000US480050003021,480050003021,1,BG,11531370,80126,-94.79893531,31.31266181
8308,48,005,000302,2,1500000US480050003022,480050003022,2,BG,46508782,346617,-94.7795783,31.27370645
5939,48,005,000400,1,1500000US480050004001,480050004001,1,BG,2301206,7469,-94.75127212,31.35522526
7542,48,005,000400,2,1500000US480050004002,480050004002,2,BG,7164692,57444,-94.75931221,31.33968338
3715,48,005,000400,3,1500000US480050004003,480050004003,3,BG,1797966,0,-94.74040479,31.33328134
12094,48,005,000400,4,1500000US480050004004,480050004004,4,BG,1363475,1153,-94.7382373,31.34210106
7544,48,005,000500,1,1500000US480050005001,480050005001,1,BG,791295,0,-94.72819802,31.35144955
1252,48,005,000500,2,1500000US480050005002,480050005002,2,BG,9357168,305615,-94.74381371,31.37367162
4647,48,005,000500,3,1500000US480050005003,480050005003,3,BG,998722,0,-94.7360951,31.35342808
8309,48,005,000500,4,1500000US480050005004,480050005004,4,BG,3814988,10280,-94.71810254,31.37105781
5404,48,005,000600,1,1500000US480050006001,480050006001,1,BG,5162070,19221,-94.70200289,31.36237626
1253,48,005,000600,2,1500000US480050006002,480050006002,2,BG,1169840,1422,-94.71300848,31.34736984
12547,48,005,000600,3,1500000US480050006003,480050006003,3,BG,3776124,10007,-94.68656265,31.34775951
6207,48,005,000600,4,1500000US480050006004,480050006004,4,BG,5159322,37867,-94.69387452,31.33696643
12227,48,005,000700,1,1500000US480050007001,480050007001,1,BG,916760,0,-94.72983523,31.32863742
1108,48,005,000700,2,1500000US480050007002,480050007002,2,BG,902918,0,-94.72499153,31.33591435
11817,48,005,000700,3,1500000US480050007003,480050007003,3,BG,1057200,0,-94.72299315,31.34406601
7543,48,005,000800,1,1500000US480050008001,480050008001,1,BG,9504989,88600,-94.71011853,31.30118822
11975,48,005,000800,2,1500000US480050008002,480050008002,2,BG,5137864,26181,-94.69028049,31.32011322
7545,48,005,000800,3,1500000US480050008003,480050008003,3,BG,3202366,2307,-94.7174116,31.31995666
3130,48,005,000800,4,1500000US480050008004,480050008004,4,BG,1104953,32119,-94.71399101,31.33210236
6871,48,005,000901,1,1500000US480050009011,480050009011,1,BG,3573692,4758,-94.76645422,31.31051671
7546,48,005,000901,2,1500000US480050009012,480050009012,2,BG,2605239,0,-94.74500885,31.32054629
3664,48,005,000901,3,1500000US480050009013,480050009013,3,BG,2087392,1803,-94.73366602,31.31521708
4391,48,005,000901,4,1500000US480050009014,480050009014,4,BG,1607869,1155,-94.75332461,31.31290915
1598,48,005,000902,1,1500000US480050009021,480050009021,1,BG,6381473,48315,-94.7215025,31.27332602
1596,48,005,000902,2,1500000US480050009022,480050009022,2,BG,4568386,48757,-94.73698831,31.29547557
4728,48,005,001001,1,1500000US480050010011,480050010011,1,BG,74009990,2478612,-94.81301043,31.20396061
4710,48,005,001001,2,1500000US480050010012,480050010012,2,BG,5330846,116801,-94.7869195,31.19506109
6768,48,005,001001,3,1500000US480050010013,480050010013,3,BG,3404659,302,-94.80078453,31.1786156
1597,48,005,001002,1,1500000US480050010021,480050010021,1,BG,220600842,1474471,-94.70597055,31.16567199
13070,48,005,001002,2,1500000US480050010022,480050010022,2,BG,4634821,21294,-94.77555793,31.18541383
4636,48,005,001100,1,1500000US480050011001,480050011001,1,BG,150965287,22575588,-94.56115867,31.37162729
14260,48,005,001100,2,1500000US480050011002,480050011002,2,BG,78565309,653811,-94.62802777,31.26301206
1251,48,005,001100,3,1500000US480050011003,480050011003,3,BG,10833004,32195,-94.58181736,31.29440087
12228,48,005,001200,1,1500000US480050012001,480050012001,1,BG,292186422,520741,-94.40536695,31.1304506
8310,48,005,001200,2,1500000US480050012002,480050012002,2,BG,92291711,82123759,-94.26976917,31.14548605
14319,48,005,001200,3,1500000US480050012003,480050012003,3,BG,14636851,16214232,-94.36908849,31.20257649
7509,48,005,001300,1,1500000US480050013001,480050013001,1,BG,14979446,101226,-94.5545417,31.28260853
7599,48,005,001300,2,1500000US480050013002,480050013002,2,BG,129688046,34758159,-94.46539254,31.27440069
15249,48,005,001300,3,1500000US480050013003,480050013003,3,BG,258693475,1369356,-94.55288818,31.13978762
1266,48,007,950100,1,1500000US480079501001,480079501001,1,BG,451357201,355437858,808.8003858,-233.666736
14336,48,007,950100,2,1500000US480079501002,480079501002,2,BG,7703723,43291944,-97.08541694,28.07060949
11913,48,007,950100,3,1500000US480079501003,480079501003,3,BG,13982603,68361535,-64.69260321,18.757278
13431,48,007,950100,4,1500000US480079501004,480079501004,4,BG,652247,0,-97.03737023,28.05765715
1267,48,007,950100,5,1500000US480079501005,480079501005,5,BG,1140872,0,-97.03786734,28.06965561
3146,48,007,950200,1,1500000US480079502001,480079502001,1,BG,776554,16043568,-97.02904802,28.03849897
7525,48,007,950200,2,1500000US480079502002,480079502002,2,BG,1908912,1561763,-97.03871241,28.03941299
5823,48,007,950300,1,1500000US480079503001,480079503001,1,BG,6193571,8441,-97.05560712,28.05316113
3171,48,007,950300,2,1500000US480079503002,480079503002,2,BG,2080930,0,-97.05102227,28.03201761
475,48,007,950300,3,1500000US480079503003,480079503003,3,BG,7198615,25393,-97.07408455,28.04115732
13002,48,007,950300,4,1500000US480079503004,480079503004,4,BG,1309772,0,-97.0607777,28.02938612
3884,48,007,950400,1,1500000US480079504001,480079504001,1,BG,1886678,0,-97.0597048,28.0129179
3543,48,007,950400,2,1500000US480079504002,480079504002,2,BG,1842718,0,-97.06825321,28.01508079
771,48,007,950400,3,1500000US480079504003,480079504003,3,BG,2311360,0,-97.08219271,28.02253006
14385,48,007,950500,1,1500000US480079505001,480079505001,1,BG,25624754,39732921,-64.77999446,18.64339856
14948,48,007,950500,2,1500000US480079505002,480079505002,2,BG,12220993,678508,-97.12468431,27.94464895
1268,48,007,950500,3,1500000US480079505003,480079505003,3,BG,4840762,1002391,-97.13904855,27.92082328
8513,48,007,950500,4,1500000US480079505004,480079505004,4,BG,109772369,27931291,-97.16251174,28.01308664
13055,48,009,020100,1,1500000US480090201001,480090201001,1,BG,12610763,4056365,-98.56971976,33.82491942
4726,48,009,020100,2,1500000US480090201002,480090201002,2,BG,165955749,820394,-98.52990846,33.79394707
15110,48,009,020200,1,1500000US480090202001,480090202001,1,BG,1275152392,40681909,-98.7823572,33.64180364
12617,48,009,020200,2,1500000US480090202002,480090202002,2,BG,26884535,0,-98.68700222,33.79721449
5413,48,009,020200,3,1500000US480090202003,480090202003,3,BG,16254938,0,-98.71441532,33.82201247
11778,48,009,020300,1,1500000US480090203001,480090203001,1,BG,132380933,5439152,-98.47085738,33.60973666
15003,48,009,020300,2,1500000US480090203002,480090203002,2,BG,623894735,5795284,-98.58439654,33.50536278
6214,48,009,020300,3,1500000US480090203003,480090203003,3,BG,85113037,972161,-98.66524845,33.53694587
11828,48,009,020300,4,1500000US480090203004,480090203004,4,BG,808580,254,-98.6292428,33.59179993
12920,48,011,950100,1,1500000US480119501001,480119501001,1,BG,833998692,1990926,-101.3744236,35.10053769
2323,48,011,950100,2,1500000US480119501002,480119501002,2,BG,997704,0,-101.3690028,35.10900239
6857,48,011,950100,3,1500000US480119501003,480119501003,3,BG,1519585279,10228661,-101.3480422,34.89057132
5228,48,013,960100,1,1500000US480139601001,480139601001,1,BG,79440943,0,-98.45400325,29.06674606
7257,48,013,960100,2,1500000US480139601002,480139601002,2,BG,185973637,229581,-98.40795015,29.00127827
12553,48,013,960100,3,1500000US480139601003,480139601003,3,BG,3254567,0,-98.4658867,28.97243827
12324,48,013,960100,4,1500000US480139601004,480139601004,4,BG,703916018,1314474,-98.28502173,28.82768152
6369,48,013,960201,1,1500000US480139602011,480139602011,1,BG,12925858,62081,-98.79123289,29.19996574
5761,48,013,960201,2,1500000US480139602012,480139602012,2,BG,10219952,42697,-98.78596289,29.2274561
7576,48,013,960201,3,1500000US480139602013,480139602013,3,BG,201357499,1242,-98.74454026,29.13629033
6903,48,013,960202,1,1500000US480139602021,480139602021,1,BG,37586213,0,-98.63633169,29.17423684
12732,48,013,960202,2,1500000US480139602022,480139602022,2,BG,149362426,45932,-98.67455774,29.05754451
13206,48,013,960202,3,1500000US480139602023,480139602023,3,BG,96174464,68593,-98.55348221,29.08208269
11754,48,013,960202,4,1500000US480139602024,480139602024,4,BG,40343012,0,-98.65755193,29.12677137
7579,48,013,960300,1,1500000US480139603001,480139603001,1,BG,13242773,47079,-98.5926107,29.0389477
1275,48,013,960300,2,1500000US480139603002,480139603002,2,BG,9319435,56217,-98.56458074,29.03127637
7064,48,013,960401,1,1500000US480139604011,480139604011,1,BG,53000719,16221,-98.51203554,29.10852144
1274,48,013,960402,1,1500000US480139604021,480139604021,1,BG,707717,0,-98.48740583,28.96086423
6225,48,013,960402,2,1500000US480139604022,480139604022,2,BG,22696983,38017,-98.52949101,28.97612029
11830,48,013,960402,3,1500000US480139604023,480139604023,3,BG,21450124,0,-98.49563046,29.00952823
5182,48,013,960402,4,1500000US480139604024,480139604024,4,BG,1173915,0,-98.48604042,28.96821333
12238,48,013,960402,5,1500000US480139604025,480139604025,5,BG,10930988,13142,-98.50249384,28.94526111
14350,48,013,960500,1,1500000US480139605001,480139605001,1,BG,325487118,158804,-98.73914321,28.8968039
12907,48,013,960500,2,1500000US480139605002,480139605002,2,BG,367753113,502562,-98.68834766,28.76094845
11527,48,013,960600,1,1500000US480139606001,480139606001,1,BG,125024199,126133,-98.60449446,28.97358141
7577,48,013,960600,2,1500000US480139606002,480139606002,2,BG,28845030,3128,-98.52655046,28.90225745
7578,48,013,960600,3,1500000US480139606003,480139606003,3,BG,22021749,30795,-98.5810602,28.90421538
5745,48,013,960600,4,1500000US480139606004,480139606004,4,BG,636388218,2239013,-98.48983781,28.75329491
13004,48,015,760100,1,1500000US480157601001,480157601001,1,BG,91743606,707868,-96.13161385,29.65205765
8427,48,015,760100,2,1500000US480157601002,480157601002,2,BG,83720515,1549416,-96.07186223,29.677195
5155,48,015,760200,1,1500000US480157602001,480157602001,1,BG,50379481,944863,-96.14974959,29.83451903
8418,48,015,760200,2,1500000US480157602002,480157602002,2,BG,68874210,2063838,-96.08460999,29.74329876
6270,48,015,760200,3,1500000US480157602003,480157602003,3,BG,22391835,946708,-96.07603365,29.78985903
1281,48,015,760200,4,1500000US480157602004,480157602004,4,BG,9169624,91651,-96.13070167,29.78111683
7099,48,015,760300,1,1500000US480157603001,480157603001,1,BG,103256870,1317304,-96.23622558,29.85526432
4851,48,015,760300,2,1500000US480157603002,480157603002,2,BG,111887649,1692123,-96.21678849,29.72010388
8420,48,015,760300,3,1500000US480157603003,480157603003,3,BG,142887508,2300271,-96.28475211,29.80585597
1282,48,015,760300,4,1500000US480157603004,480157603004,4,BG,1528529,479,-96.16279767,29.77498434
12897,48,015,760400,1,1500000US480157604001,480157604001,1,BG,224149017,2420654,-96.40341365,29.91164748
7598,48,015,760400,2,1500000US480157604002,480157604002,2,BG,112309550,1116317,-96.43699817,30.0133599
7597,48,015,760400,3,1500000US480157604003,480157604003,3,BG,155800225,1450968,-96.5407566,29.99418611
13129,48,015,760501,1,1500000US480157605011,480157605011,1,BG,129165228,1794783,-96.22070804,30.03000935
14168,48,015,760501,2,1500000US480157605012,480157605012,2,BG,152760612,1964834,-96.33626794,30.03019894
1650,48,015,760501,3,1500000US480157605013,480157605013,3,BG,2361918,41837,-96.25417854,29.9549712
8419,48,015,760502,1,1500000US480157605021,480157605021,1,BG,89952880,2185319,-96.19029616,29.90404273
12734,48,015,760502,2,1500000US480157605022,480157605022,2,BG,105648187,2827517,-96.15345053,29.9736639
12489,48,015,760502,3,1500000US480157605023,480157605023,3,BG,12319206,166189,-96.29194212,29.9459853
5072,48,015,760502,4,1500000US480157605024,480157605024,4,BG,4098985,23194,-96.24844716,29.94195302
897,48,017,950100,1,1500000US480179501001,480179501001,1,BG,13121319,0,-102.7291099,34.24145137
12632,48,017,950100,2,1500000US480179501002,480179501002,2,BG,41204852,0,-102.7821461,34.22071506
1135,48,017,950100,3,1500000US480179501003,480179501003,3,BG,735627,0,-102.7303217,34.22427936
7646,48,017,950100,4,1500000US480179501004,480179501004,4,BG,1402950,0,-102.7222817,34.21915366
13012,48,017,950100,5,1500000US480179501005,480179501005,5,BG,296393490,20559,-102.6900966,34.21874984
12065,48,017,950100,6,1500000US480179501006,480179501006,6,BG,1788988955,1754716,-102.8550361,34.03869053
7644,48,019,000101,1,1500000US480190001011,480190001011,1,BG,223129607,853123,-99.10560808,29.67959334
8901,48,019,000101,2,1500000US480190001012,480190001012,2,BG,4687477,42965,-99.0708607,29.72971242
12516,48,019,000102,1,1500000US480190001021,480190001021,1,BG,83226929,289581,-99.0440889,29.79328678
8537,48,019,000102,2,1500000US480190001022,480190001022,2,BG,146786563,1165090,-99.13863603,29.76238531
14123,48,019,000102,3,1500000US480190001023,480190001023,3,BG,93950764,406159,-98.93167867,29.75989205
13399,48,019,000200,1,1500000US480190002001,480190002001,1,BG,627573803,1556873,-99.38847906,29.84021079
14392,48,019,000200,2,1500000US480190002002,480190002002,2,BG,605360411,1463919,-99.39870283,29.70526856
13385,48,019,000300,1,1500000US480190003001,480190003001,1,BG,25736426,2016349,-98.96013758,29.63326878
7647,48,019,000300,2,1500000US480190003002,480190003002,2,BG,153862253,195100,-98.88197272,29.67378822
1697,48,019,000300,3,1500000US480190003003,480190003003,3,BG,63341593,722792,-99.02088652,29.65662262
5218,48,019,000400,1,1500000US480190004001,480190004001,1,BG,8786148,4443097,-98.93221072,29.57975677
7648,48,019,000400,2,1500000US480190004002,480190004002,2,BG,12224877,4133306,-98.96488254,29.57964165
2544,48,021,950100,1,1500000US480219501001,480219501001,1,BG,62297862,350210,-97.32020743,30.36527137
10437,48,021,950100,2,1500000US480219501002,480219501002,2,BG,111698828,635094,-97.38967318,30.25751211
12200,48,021,950100,3,1500000US480219501003,480219501003,3,BG,72632047,1354491,-97.44004901,30.21104105
8902,48,021,950100,4,1500000US480219501004,480219501004,4,BG,42102871,56242,-97.33564257,30.28941915
14213,48,021,950100,5,1500000US480219501005,480219501005,5,BG,102986428,443885,-97.22302722,30.30533372
10320,48,021,950200,1,1500000US480219502001,480219502001,1,BG,14013897,10329,-97.37634463,30.37365048
11710,48,021,950200,2,1500000US480219502002,480219502002,2,BG,6047212,21113,-97.39408948,30.35071143
12685,48,021,950200,3,1500000US480219502003,480219502003,3,BG,6814280,0,-97.37819734,30.33147207
7086,48,021,950200,4,1500000US480219502004,480219502004,4,BG,4608479,0,-97.3586905,30.3326744
5446,48,021,950200,5,1500000US480219502005,480219502005,5,BG,5584704,0,-97.35505646,30.35146825
5426,48,021,950300,1,1500000US480219503001,480219503001,1,BG,38008096,45159,-97.51610242,30.13980634
10431,48,021,950300,2,1500000US480219503002,480219503002,2,BG,84389823,1991306,-97.42831559,30.1530881
10433,48,021,950300,3,1500000US480219503003,480219503003,3,BG,20425696,192826,-97.46196456,30.11496009
10432,48,021,950300,4,1500000US480219503004,480219503004,4,BG,65616635,209827,-97.43597508,30.07315555
12466,48,021,950300,5,1500000US480219503005,480219503005,5,BG,139168658,1195110,-97.36150766,30.0343288
5227,48,021,950400,1,1500000US480219504001,480219504001,1,BG,6067581,28257,-97.32393176,30.13106027
12199,48,021,950400,2,1500000US480219504002,480219504002,2,BG,9195755,369846,-97.33088356,30.09494157
11843,48,021,950400,3,1500000US480219504003,480219504003,3,BG,2549421,114972,-97.32646045,30.11920753
6546,48,021,950400,4,1500000US480219504004,480219504004,4,BG,17117606,153957,-97.29664653,30.11747584
14894,48,021,950400,5,1500000US480219504005,480219504005,5,BG,9981812,218805,-97.29333263,30.08340822
13400,48,021,950501,1,1500000US480219505011,480219505011,1,BG,110403215,314572,-97.26829128,30.23320905
4720,48,021,950501,2,1500000US480219505012,480219505012,2,BG,45198799,486526,-97.33163327,30.18083363
14409,48,021,950501,3,1500000US480219505013,480219505013,3,BG,8047448,6651,-97.30515821,30.17652214
5505,48,021,950502,1,1500000US480219505021,480219505021,1,BG,211021278,1211758,-97.17483098,30.13190842
8959,48,021,950502,2,1500000US480219505022,480219505022,2,BG,112828953,800763,-97.15903822,30.23051863
12197,48,021,950502,3,1500000US480219505023,480219505023,3,BG,19951445,3416742,-97.26577873,30.15230622
10321,48,021,950600,1,1500000US480219506001,480219506001,1,BG,201680232,2192283,-97.11199392,30.06882402
4692,48,021,950600,2,1500000US480219506002,480219506002,2,BG,222853297,1201736,-97.25698358,29.89356507
8547,48,021,950600,3,1500000US480219506003,480219506003,3,BG,204672487,842379,-97.30309993,29.95539065
10322,48,021,950700,1,1500000US480219507001,480219507001,1,BG,1416183,72710,-97.1467526,30.01109778
13818,48,021,950700,2,1500000US480219507002,480219507002,2,BG,16405731,752507,-97.18006501,30.02724025
2560,48,021,950700,3,1500000US480219507003,480219507003,3,BG,1140788,0,-97.14236834,30.00435201
1698,48,021,950700,4,1500000US480219507004,480219507004,4,BG,6476757,0,-97.15769466,29.99617017
12159,48,021,950801,1,1500000US480219508011,480219508011,1,BG,33656039,32172,-97.54587443,30.09285263
8960,48,021,950801,2,1500000US480219508012,480219508012,2,BG,87528853,117103,-97.49333349,30.0266591
12290,48,021,950801,3,1500000US480219508013,480219508013,3,BG,19082001,33765,-97.55972281,30.1186174
3872,48,021,950802,1,1500000US480219508021,480219508021,1,BG,58188176,177412,-97.59060656,30.05223631
12707,48,021,950802,2,1500000US480219508022,480219508022,2,BG,40498404,16782,-97.51504764,29.97981421
13733,48,021,950802,3,1500000US480219508023,480219508023,3,BG,77998091,38409,-97.42203259,29.94155981
7111,48,023,950300,1,1500000US480239503001,480239503001,1,BG,2132275310,85993017,-65.63742643,22.24963199
12155,48,023,950300,2,1500000US480239503002,480239503002,2,BG,23261834,192638,-99.2100907,33.5783543
7591,48,023,950300,3,1500000US480239503003,480239503003,3,BG,51435819,565842,-99.27659695,33.56314333
7590,48,023,950300,4,1500000US480239503004,480239503004,4,BG,38868667,239539,-99.24328654,33.61073158
1299,48,023,950300,5,1500000US480239503005,480239503005,5,BG,926558,0,-99.26544491,33.59329964
7550,48,025,950100,1,1500000US480259501001,480259501001,1,BG,119700458,0,-97.76590085,28.5931883
7551,48,025,950100,2,1500000US480259501002,480259501002,2,BG,482129555,112713,-97.93063424,28.60563423
82,48,025,950201,1,1500000US480259502011,480259502011,1,BG,1218274,0,-97.66296259,28.37662546
10029,48,025,950201,2,1500000US480259502012,480259502012,2,BG,1417406,0,-97.71681261,28.37186838
10028,48,025,950201,3,1500000US480259502013,480259502013,3,BG,385508409,13771,-67.88736478,19.70763353
13018,48,025,950202,1,1500000US480259502021,480259502021,1,BG,150957630,0,-97.79459096,28.32358195
7537,48,025,950202,2,1500000US480259502022,480259502022,2,BG,362942609,10960,-97.62372843,28.44978548
7538,48,025,950202,3,1500000US480259502023,480259502023,3,BG,115731745,45400,-97.8048414,28.48030998
7539,48,025,950202,4,1500000US480259502024,480259502024,4,BG,221123545,0,-97.88103694,28.42359172
1264,48,025,950300,1,1500000US480259503001,480259503001,1,BG,3358668,0,-97.76492008,28.4155002
7540,48,025,950300,2,1500000US480259503002,480259503002,2,BG,4337891,0,-97.75059829,28.43023507
12368,48,025,950300,3,1500000US480259503003,480259503003,3,BG,1455233,0,-97.74092704,28.41497663
11483,48,025,950300,4,1500000US480259503004,480259503004,4,BG,368789,0,-97.74656036,28.41658944
15048,48,025,950300,5,1500000US480259503005,480259503005,5,BG,1098985,0,-97.75839779,28.40799229
2273,48,025,950400,1,1500000US480259504001,480259504001,1,BG,3697748,0,-97.76561304,28.40138866
7541,48,025,950400,2,1500000US480259504002,480259504002,2,BG,1029071,0,-97.73822422,28.40854898
14372,48,025,950500,1,1500000US480259505001,480259505001,1,BG,1482616,0,-97.73242093,28.38029006
3789,48,025,950500,2,1500000US480259505002,480259505002,2,BG,2554466,0,-97.75447048,28.38819425
6138,48,025,950500,3,1500000US480259505003,480259505003,3,BG,858204,0,-97.74146637,28.39663285
4021,48,025,950500,4,1500000US480259505004,480259505004,4,BG,746929,0,-97.74776572,28.39528601
13948,48,025,950500,5,1500000US480259505005,480259505005,5,BG,561284,0,-97.75576636,28.39502069
1265,48,025,950500,6,1500000US480259505006,480259505006,6,BG,2343169,0,-97.7318391,28.39985939
300,48,025,950500,7,1500000US480259505007,480259505007,7,BG,1080945,0,-97.73396279,28.38859569
10053,48,025,950600,1,1500000US480259506001,480259506001,1,BG,414105875,63565,-97.67840126,28.21872919
8835,48,027,020100,1,1500000US480270201001,480270201001,1,BG,193947022,1395060,-97.2666687,31.17928049
10376,48,027,020100,2,1500000US480270201002,480270201002,2,BG,31349912,171382,-97.30050866,31.19872133
10344,48,027,020100,3,1500000US480270201003,480270201003,3,BG,140034556,905491,-97.16927436,31.0344679
4929,48,027,020201,1,1500000US480270202011,480270202011,1,BG,9195973,3787381,-97.47400507,31.11814925
13401,48,027,020201,2,1500000US480270202012,480270202012,2,BG,10438704,2167115,-97.46651834,31.13803702
8899,48,027,020202,1,1500000US480270202021,480270202021,1,BG,65571339,24292736,-97.50646122,31.19911639
2054,48,027,020202,2,1500000US480270202022,480270202022,2,BG,9554117,2166508,-97.45995143,31.1563716
13402,48,027,020202,3,1500000US480270202023,480270202023,3,BG,111779933,6209776,-97.43665692,31.25193651
12463,48,027,020300,1,1500000US480270203001,480270203001,1,BG,44256601,122757,-97.39671446,31.15379918
12326,48,027,020300,2,1500000US480270203002,480270203002,2,BG,18953699,230093,-97.42997626,31.09639781
